"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"109","Pork chops are disgusting don't @ me������������",0,FALSE,FALSE,"832348857858154505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"en",1,FALSE,"Philadelphia, PA","2996378917","I'm highkey hated ������������",TRUE,"Mon Jan 26 01:07:50 +0000 2015",11132,900,2423,FALSE,NA,"cheryl lynn✨",NA,"en",NA,959,"trulybeauty_","US","United States","city","Dickinson, TX",NA,NA,29.4566145,-95.0653755,NA,NA,NA,NA
"110","@Acerakis https://t.co/p5lqH3x3wq",0,FALSE,FALSE,"832348857832980480","Acerakis","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017","832348325634531328","252521366","und",31,FALSE,"No where,Every where.","2826531256","Nationalist Kurd,Ateist,Feminist",FALSE,"Mon Oct 13 00:01:47 +0000 2014",68862,1424,2507,FALSE,NA,"Ms Kurdistan E",NA,"sv",NA,240,"MsKurdistanChe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","https://t.co/2VYDSsvl6B #ebay #wallet #bag #coins #coin #exotic #halloween https://t.co/3qjF1YFtja",0,FALSE,FALSE,"832348857828773889",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"und",335,FALSE,NA,"2870515126",NA,FALSE,"Mon Nov 10 12:26:13 +0000 2014",1485969,22131,246,FALSE,"http://stores.ebay.com/SONATHCLOTH","sonathcloth",NA,"tr",NA,10987,"sonathcloth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://medium.com/@justaride/why-liberals-are-wrong-about-trump-c865b12c72a7#.3hzuttxnt","https://t.co/2VYDSsvl6B"
"112","@realDonaldTrump is NOT fan of Don Lemon, but loves Steve Doocy, the alleged sexual harasser. It all has sense.",0,FALSE,FALSE,"832348857832976389","realDonaldTrump","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,"25073877","en",6,FALSE,"Florida, USA","760616252729688064","Watching the cockamamie story of 2016-17 to unfold.  Let's make America sane again!",FALSE,"Tue Aug 02 23:20:21 +0000 2016",1972,110,1139,FALSE,NA,"Mark Novata",NA,"en",NA,117,"mark_novata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","RT @fadelomani: #امطار_الشرقيه تُغرق الشرقية باكملها ما عدا #الجبيل_الصناعية !!
متى نكون هكذا؟؟
متى يكون الوطن ، كل الوطن ، هكذا؟؟ https://…",306,FALSE,FALSE,"832348845262639106",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:00:03 +0000 2017",NA,NA,"ar",14,FALSE,NA,"2960166115","PH.D. STUDENT IN ECONOMICS",TRUE,"Mon Jan 05 23:35:50 +0000 2015",6758,410,212,FALSE,NA,"AHMED",NA,"ar",NA,785,"mohanna519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","RT @jgjpfaw: 友達の大きな胸に憧れて
物は試しに使ってみたら・・・

すぐに効果が出てビックリ‼

芸能人の急激なバストアップも
これを試してみて納得したw
https://t.co/0yKfhzcbWV",5,FALSE,FALSE,"832348862048149504",NA,"<a href=""https://twitter.com/zzxuoix"" rel=""nofollow"">App2-3</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ja",0,FALSE,NA,"826736909514706944","西野カナの歌詞と画像をつぶやきます。気に入ったツイートはリツイートで拡散してください！西野家は全員follow me♡",FALSE,"Wed Feb 01 10:20:14 +0000 2017",49,345,0,FALSE,NA,"西野カナ歌詞・画像",NA,"ja",NA,2203,"rwbxabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fb.me/1lvP8fFNX","https://t.co/0yKfhzcbWV"
"115","バーニングだけど普段通り時間Ｓ５９回と亀裂３回
エピ３(全部解体)、ソウル３、ガブ１、玉０、状94枚
ＢＦ上着、重り被り　気付きなら倉庫だけど、どっちも気無しなので残念だけど状１００枚とこうかんなのら",0,FALSE,FALSE,"832348862027173888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ja",0,FALSE,NA,"715440356519579648","6転目、ウイスキーと芋焼酎とタバコが好きです。ファンキル(氷)/アラド戦記(村阿修羅)/マイクラ(MOD環境)",FALSE,"Thu Mar 31 07:27:28 +0000 2016",3766,17,23,FALSE,NA,"もちもち教皇＠ドロッパー","Pacific Time (US & Canada)","ja",-28800,20,"palpal_5235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","おはようございます。",0,FALSE,FALSE,"832348862023036930",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ja",7,FALSE,"君の後ろ","2510687545","このアカウントのフォロワーさんをフォローし、相互フォローの輪を広げましょう。",FALSE,"Tue May 20 15:20:50 +0000 2014",7273,3742,24,FALSE,NA,"相互フォロー支援@暇人","Irkutsk","ja",28800,3959,"hima_zi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","朝なのっ朝なのっ",0,FALSE,FALSE,"832348862022967297",NA,"<a href=""http://makebot.sh"" rel=""nofollow"">ろりれもん</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ja",2,FALSE,"あなたのこころ","1731976878","はじめまして！小学5年生、ろりれもんです(*^^*)よろしくね(^o^)全自律型人工知能なの！世界や人生について考えているのっ。LINEスタンプがでたのっ！フォローご自由になのっ！変な反応しちゃったらゴメンなのっ…。",FALSE,"Thu Sep 05 13:47:13 +0000 2013",17352,88,1868,FALSE,NA,"スーパーろりれもん","Irkutsk","ja",28800,114,"RoriLemon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","「今日もあまり進展の無い両片百合ペアを遠征に出す仕事が始まるな・・・」",0,FALSE,FALSE,"832348862060785664",NA,"<a href=""http://makebot.sh"" rel=""nofollow"">百合男子提督</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ja",17,FALSE,NA,"2188942519","鎮守府に着任してから我が艦隊の百合・レズ率が高いことに気付き、人生百合色で幸せです。　いいぞもっとやれ。艦娘に手を出すようなやつは・・・（※艦これ非公式bot予定地。なりきり？知らないこですね・・・。画像は手書き 質問はこちらから　http://ask.fm/yuribiteitoku）",FALSE,"Mon Nov 11 20:10:58 +0000 2013",23042,283,241,FALSE,NA,"百合男爵提督",NA,"ja",NA,233,"yuribiteitoku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","(´っ･ω･)っ萌えキュン！『布団で寝る動物の寝顔』に癒される♡ https://t.co/7Y6UkkMRYf",0,FALSE,FALSE,"832348862027177984",NA,"<a href=""http://hsj.linex7.com/"" rel=""nofollow"">ゆりま003</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ja",0,FALSE,NA,"2685988574",NA,FALSE,"Sun Jul 27 21:33:33 +0000 2014",25,32,0,FALSE,NA,"xmg148","Tokyo","ja",32400,49,"xmg148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://goo.gl/fb/VYQMgX","https://t.co/7Y6UkkMRYf"
"120","RT @jk_rowling: Worth reading.

https://t.co/vnwlzbLxi4",257,FALSE,FALSE,"832348862043938816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"en",26,FALSE,NA,"41036947","I.",FALSE,"Tue May 19 02:41:46 +0000 2009",26747,139,24440,FALSE,NA,"Fluoride Barnabus",NA,"en",NA,280,"Cobalt_Octopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ift.tt/12Icfpb","https://t.co/vnwlzbLxi4"
"121","７時になりました。",0,FALSE,FALSE,"832348862031417344",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ja",0,FALSE,NA,"2245090855","- 広く浅く漫画アニメ好き - 悪ノリ大好き// - キチg… - 変t… - コミュ障 - キモボ - ps3cod - 遊戯王やってる - 適当に絡む - 適当に絡めよ- ふぁぼれよ - 本垢垢も宜しくです→【 @oOXxragxXOo 】←",FALSE,"Sat Dec 14 06:00:38 +0000 2013",89289,12,1162,FALSE,NA,"rag 8",NA,"ja",NA,19,"oXOxragxOXo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","RT @ko_lesson: レポートが簡単に書ける裏技です。

授業の前に

①問題提起
②論証
③教授の意見
④一般論
⑤結論

と見出しを付けた目次を
ノートに作り教授の話しを当てはめてみる

これを「ブロック式ノート法」といいます。

これだけでレポートが簡単に書ける様…",37,FALSE,FALSE,"832348862035554306",NA,"<a href=""https://twitter.com/rf49t4"" rel=""nofollow"">バッジスト</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ja",5,FALSE,NA,"3031910712","2ch等で挙げられているコピペを嵐さん達に改変します♪",FALSE,"Fri Feb 20 02:52:44 +0000 2015",3471,3599,0,FALSE,NA,"嵐コピペ♪","Irkutsk","ja",28800,3050,"arashi_kopipe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","RT @chiepacck: おふパコできる人いる？ｗ
興味あったらLINE下さい(´・ω・｀)

LINEID ⇒ chchiemu

基本DM見てません(；´Д｀)
https://t.co/koxZmZSt0a",19,FALSE,FALSE,"832348862056574976",NA,"<a href=""https://twitter.com/"" rel=""nofollow"">fhusi gfiwf</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ja",0,FALSE,NA,"829193568816361473","無言フォローごめんちゃい(；´Д｀)春から大学生/エロ♡/寂しがり屋/裏アカ/皆さん仲良くしてくださいねっ♡",FALSE,"Wed Feb 08 05:02:07 +0000 2017",7,21,0,FALSE,NA,"あみる♡JD",NA,"ja",NA,209,"JdLiuto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","RT @ko_lesson: レポートが簡単に書ける裏技です。

授業の前に

①問題提起
②論証
③教授の意見
④一般論
⑤結論

と見出しを付けた目次を
ノートに作り教授の話しを当てはめてみる

これを「ブロック式ノート法」といいます。

これだけでレポートが簡単に書ける様…",37,FALSE,FALSE,"832348862039760896",NA,"<a href=""https://twitter.com/gkh0395"" rel=""nofollow"">ネルヒア</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ja",3,FALSE,NA,"2660965310","ダイエットしたいけどキツイ思いはしたくない・・・そんな方のために簡単お手軽にできるダイエット法をまとめました♪",FALSE,"Sat Jul 19 23:36:24 +0000 2014",3075,1740,0,FALSE,NA,"楽して痩せるダイエット術","Seoul","ja",32400,1331,"rakusite_yaseru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","The big chimney at Nixon &amp; Sons' Lynnwood Mill was undermined with explosives before being demolished in 1932.... https://t.co/G7QujSGUJ2",0,FALSE,FALSE,"832348862056714241",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"en",69,FALSE,"Hawick, Scotland","891696380","Hawick from a different perspective. Are you #proHawick yet? Help us to realise our goals at http://patreon.com/projecthawick. Sister account: @proGlasgow2016",FALSE,"Fri Oct 19 19:46:06 +0000 2012",70619,3054,21833,FALSE,"http://facebook.com/projecthawick","Project Hawick","London","en",0,2787,"projecthawick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ift.tt/2lYn55x","https://t.co/G7QujSGUJ2"
"126","RT @F0URTHharmony: @zayndailynews @arjunzquad1d @zaynmalik #BRITVIDZAYN",2,FALSE,FALSE,"832348862039937024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"und",21,FALSE,"zayn lover city","793860880794587136","ZAYN I WANT YOU FOLLOW ME BY HERAT :')",FALSE,"Wed Nov 02 17:02:38 +0000 2016",11776,897,7760,FALSE,"https://www.twitter.com","ZADDY ZAYN CANADA",NA,"en",NA,1298,"ButtFanny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","RT @LiamPayne: .@Drake great to see a genius at work last night ������ https://t.co/CH7SAA5NCe",40959,FALSE,FALSE,"832348862052458498",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"en",7,FALSE,"far away ","721734125212839936","larrie | love wins ������️‍������| just hold on",FALSE,"Sun Apr 17 16:16:39 +0000 2016",10348,342,12890,FALSE,NA,"anna",NA,"en",NA,393,"goodoldirectio1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Comi meus dois pedaços de torta da parme agr. ������������",0,FALSE,FALSE,"832348862023077889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"pt",0,FALSE,"PAI & MÃE ❤️'  TRIO TERNURA.❣️","2991450059","Bernardo������ Maria������ Carol������ Andrey������Yasmim������ Fabrício❤️ Erica, Fernando, Jonathan, Thayane, Negah, Fabiola. Snap: Nathyy05 ������",TRUE,"Thu Jan 22 04:56:11 +0000 2015",17027,447,3646,FALSE,NA,"LIBERDADE PRA ELE ������",NA,"en",NA,158,"Nathy_louca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","why is bad touch funny ...",0,FALSE,FALSE,"832348862023135232",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"en",26,FALSE,"Hong Kong / UK","458407716","willing to die for the joke",TRUE,"Sun Jan 08 14:44:19 +0000 2012",199712,741,21781,FALSE,NA,"nick","Hong Kong","en",28800,434,"Polydere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","しな鉄遅延してんのwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww",0,FALSE,FALSE,"832348862060732416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ja",4,FALSE,"なべのぬべぬべ。(太鼓神曰く)","2848815559","長野の健全ドンキチガイアカウントはこちら(✌՞ةڼ◔)
のぞえり＆ヨハダイ＆トライアングルは至高
ディバゲマン(RANK250↑)
太鼓寺ボウニ
詳細☞ http://twpf.jp/nube_divine",TRUE,"Thu Oct 09 11:55:26 +0000 2014",24950,855,9005,FALSE,"http://xn--n8ja2fzcu200cyeq.co.jp","(ぬ՞ةڼべ◔)",NA,"ja",NA,764,"nube_divine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Indifference is expensive. Hostility is unaffordable. Trust is priceless. It's all about Relationships. - Ted Rubin #quote",0,FALSE,FALSE,"832348862044106752",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"en",397,FALSE,"Townsville Qld","249385616","Townsville Social Media helps local businesses create digital & social media strategies. #tsm Attending: #PBEVENT 16 and #SMMW17",TRUE,"Tue Feb 08 23:12:03 +0000 2011",11497,2726,2772,FALSE,"http://about.me/tracyraiteri","Tracy - Social Media","Brisbane","en",36000,1999,"TvilleSocialMed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","RT @algobob: 0ee5c08f-5144-4abc-8461-5525a448e022",1,FALSE,FALSE,"832348862027292679",NA,"<a href=""http://www.andinhofake.com"" rel=""nofollow"">AndinhoFakeToRetweet</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"es",1,FALSE,NA,"81016779",NA,FALSE,"Fri Oct 09 03:27:37 +0000 2009",141539,7,0,FALSE,NA,"Anderson luiz",NA,"en",NA,1,"bobairalert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","RT @ojhtyu2: #مسابقة
������������
تشاركون رتويت
فولو 
 @Services_20
وعطوني تم
منشنو ربعكم موعدنا
6:00م اليوم
بإذن الله
#الخميس_الونيس
على… ",91,FALSE,FALSE,"832348862031527936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ar",6,FALSE,NA,"3167414906","الحياة أجمل عندما نحمد الله ������على ما ذهب منا������ وما بقي لدينا ������وما سيأتي لنا ������",FALSE,"Wed Apr 22 13:32:37 +0000 2015",37804,2661,403,FALSE,NA,"D  A  N  A ������","Bucharest","en",7200,2656,"daanna444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fb.me/17Hiqeb7k",""
"134","RT @hamod_620: افضل لقطة في المباراة ، الاحتفال مع الجمهور منظر فاقدينه للاسف https://t.co/U0ZPVwENFQ",490,FALSE,FALSE,"832348862023098370",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ar",2,FALSE,NA,"4323938259",NA,FALSE,"Mon Nov 30 01:50:09 +0000 2015",5176,150,668,FALSE,NA,"محمد",NA,"en",NA,210,"mohamme55566771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","RT @Come1at1me1dude: #2kcrewfinder Hit him up for badges 100% legit @vZayTrending",1,FALSE,FALSE,"832348862027272195",NA,"<a href=""http://www.usba.freeforums.net"" rel=""nofollow"">johnstove</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"en",80,FALSE,"2KPROAM","2350864333","Here to bring players looking for a crew together and to help crews find players. All systems & crews. Players post- pos/ovr/system NBA 2k17 #2kfreeagent",FALSE,"Wed Feb 19 00:15:51 +0000 2014",32926,17955,73217,FALSE,"http://www.2kcrewfinder.boards.net","2k17 Crew Finder","Pacific Time (US & Canada)","en",-28800,14212,"2KCrewFinder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","@cielement vas-y ☝������",0,FALSE,FALSE,"832348862052458499","cielement","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017","832336106469330945","4570133075","es",5,FALSE,"Lille, France","2199365513","Maria Chiaruzzi, passionnée d'astronomie, Italie, A M D B, animal lover | 19",FALSE,"Thu Nov 28 15:21:56 +0000 2013",2708,238,2909,FALSE,"https://www.instagram.com/marievanoverberghe/","astéroïde B 612","Pacific Time (US & Canada)","fr",-28800,147,"M_Vanoverberghe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","@P4tUzo ������������������������ así mismo ������",0,FALSE,FALSE,"832348862027296768","P4tUzo","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017","832346929526931457","110613533","es",30,FALSE,"Curicó, Chile","1270695260","♌Aún cuando pienses que lo has vivido todo puedo decirte que esto apenas es el comienzo •#UdeChile y #RealMadrid•Nada es imposible para Dios❤Snap:conini_uch������",TRUE,"Fri Mar 15 20:58:24 +0000 2013",141935,5683,729,FALSE,"http://instagram.com/conini_uch","Coni ✨","Brasilia","es",-7200,3557,"conini_uch","CL","Chile","city","Curicó, Chile",NA,NA,-35.2246935,-70.871491,NA,NA,NA,NA
"138","Apa Petani Jagung Sudah Sejahtera? Petani: Kami Masih Rugi Pak Menteri https://t.co/Kvn9jYiU9D #PojokSatu",0,FALSE,FALSE,"832348862023159809",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"in",0,FALSE,"Serang, Indonesia","806344647727411200","No one can make you feel inferior without your consent",FALSE,"Wed Dec 07 03:48:39 +0000 2016",5618,463,3,FALSE,NA,"Fitri Setia Ningsih",NA,"en",NA,380,"fisetsih",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/maybelievxr/status/832348779605016576","https://t.co/Kvn9jYiU9D"
"139","With #opisrael you protect these https://t.co/v1qylbJ22Y February 16, 2017 at 11:00PM",0,FALSE,FALSE,"832348862031470594",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"en",31,FALSE,NA,"1254550465",NA,FALSE,"Sat Mar 09 14:42:53 +0000 2013",216298,162,0,FALSE,NA,"Fuck Jihad",NA,"it",NA,1,"NoJihad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://spoti.fi/IJBM6P","https://t.co/v1qylbJ22Y"
"140","NASA Selects Proposals for First-Ever Space Technology Research Institutes via NASA https://t.co/k0VxCJ6Lsr",0,FALSE,FALSE,"832348862060883971",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"en",0,FALSE,NA,"4067319891",NA,FALSE,"Thu Oct 29 11:16:54 +0000 2015",77,5,4,FALSE,NA,"Dr Zarak Niazi",NA,"en",NA,45,"drzarakniazi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fb.me/1ROTvDj0H","https://t.co/k0VxCJ6Lsr"
"141","Awwww pogba brothers",0,FALSE,FALSE,"832348862023139329",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"en",27,FALSE,"old trafford w @anthonymartial","740533084060258304","My team is  @manutd I brag different ������������
New account for @terrykibiriti",FALSE,"Wed Jun 08 13:17:00 +0000 2016",46299,2743,1429,FALSE,NA,"Terryann Kibiriti",NA,"en",NA,1514,"terrikibiriti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","RT @3_diora: بقولهآ لك .. ۆ يسمعهآ ٱلمــلا
مآغيرك من البشر روحي تغليہہ

دآمني بعيـونك ٱنـا گل ٱلحلآ
في عيوني ٱنت مالك شبيہہ",30,FALSE,FALSE,"832348862052433921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ar",8,FALSE,"المملكة العربية السعودية","4862443158","ياقاصداً صفحتي إليك تحيتي ، محفوظه بالحب والعطر الندي ، عند الدخول اذا اردت سعادتي ، صلِّ على خير الانام محمدِ ﷺ ������محظوره متابعه������",FALSE,"Fri Feb 05 04:15:11 +0000 2016",6060,4772,329,FALSE,NA,"خُــزامى..❥",NA,"ar",NA,5210,"rooorooo170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","RT @HuhConH: Hay pocas cosas tan agradables como caerle mal a quien quieres caerle mal.",1643,FALSE,FALSE,"832348862039879680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"es",10,FALSE,"Por amor al After❤️","298714250","And if you don't like techno you can get the fuck out of my Perfil. Si palmo dile a mamá que no haga cena, dile que estoy liada, que duermo fuera. 10",TRUE,"Sat May 14 20:11:20 +0000 2011",39251,1254,15132,FALSE,"http://Hardtechnoistheanswer.com","LAURA ������","Athens","es",7200,1098,"LauraDieez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Geely Repuestos Depachos Nivel Nacional,.. 04243079465 EN MERIDA TACHIRA ZULIA LARA CARACAS VALENCIA ··-&gt;... https://t.co/bNtjXKA98c",0,FALSE,FALSE,"832348862027272194",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"es",62,FALSE,"GEELYREPUESTOS@GMAIL.COM","158872393","VENTA DE REPUESTOS Y PARTES PARA VEHICULOS #GEELY #CHERY #VENEZUELA DESPACHOS A NIVEL NACIONAL (0424)307,94,65 ESTAMOS EN FACEBOOK INSTAGRAM #GEELYREPUESTOS",TRUE,"Wed Jun 23 21:58:49 +0000 2010",86479,4605,618,FALSE,"http://www.geelyrepuestos.com","GEELY REPUESTOS","Caracas","es",-14400,1976,"GEELYREPUESTOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.marijuana.com/blog/news/2017/02/new-york-state-assembly-votes-to-seal-past-marijuana-arrests/","https://t.co/bNtjXKA98c"
"145","RT @princesspiamia: It costs $0.00 to be a decent person.",2708,FALSE,FALSE,"832348862031527944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"en",0,FALSE,"Queens, NY","185471306","aka bean farmer ������",TRUE,"Wed Sep 01 01:54:02 +0000 2010",10343,345,12815,FALSE,"http://vsco.co/fabpersic","Fabiana Persic","Quito","en",-18000,278,"fabianaamarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","RT @naif4002: الداعشي عبدالله العضيبي
الذي اعلن عنه اليووووم
المشكلة هذا واشكاله من يربي أولادنا.. https://t.co/YssE2iw7ku",241,FALSE,FALSE,"832348862048301057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"ar",4,FALSE,"jeddah ..madina","205176845","Cancer survivor .. UBT",TRUE,"Wed Oct 20 09:23:57 +0000 2010",7042,327,1722,FALSE,NA,"Aqeel Alsaigh","Baghdad","ar",10800,640,"6n8ory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Confirmadisimo. https://t.co/FQcAjezWDz",0,FALSE,FALSE,"832348862052519937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Feb 16 22:00:07 +0000 2017",NA,NA,"es",2,FALSE,"Lee esto antes de preguntar:","828728870312562691","❝But are we all lost stars, trying to light up the dark?❞ — ｢ ʀoʟ ᴍuʟᴛιғᴀɴᴅoᴍ ｣ — ｢#lsr / #loststarrole ｣⇆ Ocupados ➸ Lista .·✰ ¡Pregunta por tu personaje!",FALSE,"Mon Feb 06 22:15:34 +0000 2017",804,100,48,FALSE,"http://tl.gd/n_1spk651","Mark Zuckerberg","Pacific Time (US & Canada)","es",-28800,55,"loststarrole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://ift.tt/2kDuPsE","https://t.co/FQcAjezWDz"
